"model","type","alpha","drift","slope","shift","Dxy","C (ROC)","R2","D","D:Chi-sq","D:p","U","U:Chi-sq","U:p","Q","Brier","Intercept","Slope","Emax","E90","Eavg","S:z","S:p"
"incorrect","vali_3","0.1","-2","0.5","1.5","0.273364743201008","0.636682371600504","-22.0686248415712","-2.66403603215218","-26639.3603215218","1","2.69564024483882","26958.4024483882","0","-5.359676276991","0.604774546386915","-2.77331990737188","0.560619963478575","0.736919846606033","0.734546029024095","0.672739436479378","233.320169425566","0"
"incorrect","vali_3","0.1","-2","0.5","2","0.273364743201008","0.636682371600504","-46.1598377280094","-3.36494844731865","-33648.4844731865","1","3.39655266000529","33967.5266000529","0","-6.76150110732394","0.667895635885323","-3.05362988911103","0.560619963478528","0.780479043501198","0.776989959165328","0.719813322978379","291.437660348739","0"
"incorrect","vali_3","0.1","-2","0.5","-1.59474708966417","0.273364743201008","0.636682371600504","-0.11168041857417","-0.0654873665155987","-653.873665155987","1","0.0970915792022339","972.915792022339","0","-0.162578945717833","0.161050214436135","-1.03834290698893","0.560619963478573","0.35798092064814","0.224732522560364","0.122714245983461","-12.4554718317683","1.30576942740455e-35"
"incorrect","vali_3","0.1","-2","0.5","-2.33166909733641","0.273364743201008","0.636682371600504","0.0270886225223827","0.0164258339037402","165.258339037402","0","0.0151783787828948","153.783787828948","0","0.00124745512084537","0.141315676352103","-0.625209717961158","0.560619963478574","0.182693054474201","0.0600889402480287","0.030801002848633","3.77443626629517","0.000160369900104187"
"correct","vali_1","0.2","-2","0.5","-2","0.505408435841497","0.752704217920748","-1.06948826899791","-0.576734608174245","-5766.34608174245","1","0.766531088084571","7667.31088084571","0","-1.34326569625882","0.335872876741434","1.95032880023491","0.974799274886956","0.438774044935178","0.436232363714007","0.368446403910572","90.2120050932969","0"
"correct","vali_1","0.2","-2","0.5","-1.5","0.505408435841497","0.752704217920748","-0.376977198947173","-0.243007454121982","-2429.07454121982","1","0.432803934032308","4330.03934032308","0","-0.67581138815429","0.276465209903941","1.46292916279143","0.974799274886958","0.338989080035771","0.338133553244813","0.283581349175752","49.7234911958177","0"
"correct","vali_1","0.2","-2","0.5","-1","0.505408435841497","0.752704217920748","-0.000663734378696345","-0.000583981593310455","-4.83981593310455","1","0.190380461503636","1905.80461503636","0","-0.190964443096946","0.228954880809082","0.975529525347948","0.974799274886953","0.235428369405738","0.23116854539907","0.189936930134806","17.6561585711777","9.12420056678686e-70"
"correct","vali_1","0.2","-2","0.5","-0.5","0.505408435841497","0.752704217920748","0.183918253410701","0.143934244982855","1440.34244982855","0","0.0458622349274705","460.622349274705","0","0.0980720100553841","0.199088815915486","0.488129887904472","0.97479927488695","0.123175235656634","0.119779458141541","0.0927880232999247","0.492702345751895","0.62222291993868"
"correct","vali_1","0.2","-2","0.5","0.5","0.505408435841497","0.752704217920748","0.18246350448087","0.142709586493407","1428.09586493407","0","0.0470868934169181","472.868934169181","0","0.0956226930764889","0.19837586311718","-0.486669386982475","0.974799274886947","0.118153984813628","0.115226424884952","0.0887335076590096","17.6122668161617","1.98340485720747e-69"
"correct","vali_1","0.2","-2","0.5","1","0.505408435841497","0.752704217920748","0.0181779463171652","0.0132468709336197","133.468709336197","0","0.176549608976705","1767.49608976705","0","-0.163302738043085","0.221142850310535","-0.974069024425943","0.974799274886942","0.248939214396214","0.23823565915937","0.162952820859143","42.9636064652745","0"
